"","Name","Age","Boarded","Position","Lifeboat","Body","Sex","Class","Group","Survived","ID","Adult"
"1646","Allsop, Mr. Frank Richard",41,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1646,TRUE
"1647","Anderson, Mr. Walter J.",48,"S","Bedroom Steward",NA,"146MB","m",0,"Victualling",FALSE,1647,TRUE
"1648","Andrews, Mr. Charles Edward",19,"S","Assistant Second Class Saloon Steward","16",NA,"m",0,"Victualling",TRUE,1648,TRUE
"1649","Ashcroft, Mr. Austin Aloysius",26,"S","Clerk",NA,NA,"m",0,"Victualling",FALSE,1649,TRUE
"1650","Ashe, Mr. Henry Wellesley",32,"S","Glory Hole Steward",NA,"34MB","m",0,"Victualling",FALSE,1650,TRUE
"1651","Ayling, Mr. George Edwin",22,"S","Assistant Vegetable Cook",NA,NA,"m",0,"Victualling",FALSE,1651,TRUE
"1652","Back, Mr. Charles Frederick",32,"B","Assistant Lounge Steward",NA,NA,"m",0,"Victualling",FALSE,1652,TRUE
"1653","Baggott, Mr. Allen Marden",28,"S","First Class Saloon Steward","9",NA,"m",0,"Victualling",TRUE,1653,TRUE
"1654","Bagley, Mr. Edward Ernest",31,"S","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1654,TRUE
"1655","Bailey, Mr. George Francis",36,"B","Second Class Saloon Steward",NA,"161MB","m",0,"Victualling",FALSE,1655,TRUE
"1656","Ball, Mr. Percy",19,"S","First Class Plate Steward","13",NA,"m",0,"Victualling",TRUE,1656,TRUE
"1657","Barker, Mr. Albert Vale",19,"S","Assistant Baker",NA,NA,"m",0,"Victualling",FALSE,1657,TRUE
"1658","Barker, Mr. Ernest T.",37,"S","First Class Saloon Steward",NA,"159MB","m",0,"Victualling",FALSE,1658,TRUE
"1659","Barker, Mr. Reginald Lomond",40,"B","Assistant Purser",NA,NA,"m",0,"Victualling",FALSE,1659,TRUE
"1660","Barlow, Mr. George",36,"S","Second Class Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1660,TRUE
"1661","Barnes, Mr. Frederick",37,"S","Assistant Baker",NA,"26MB[20]","m",0,"Victualling",FALSE,1661,TRUE
"1662","Barratt, Mr. Arthur",15,"S","Bell Boy",NA,NA,"m",0,"Victualling",FALSE,1662,FALSE
"1663","Barringer, Mr. Arthur William",33,"B","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1663,TRUE
"1664","Barrow, Mr. Harry",35,"S","Assistant Butcher",NA,NA,"m",0,"Victualling",FALSE,1664,TRUE
"1665","Barrows, Mr. William",32,"S","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1665,TRUE
"1666","Barton, Mr. Sidney John",25,"S","Third Class Steward",NA,NA,"m",0,"Victualling",FALSE,1666,TRUE
"1667","Baxter, Mr. Harry Ross",51,"S","Third Class Steward",NA,NA,"m",0,"Victualling",FALSE,1667,TRUE
"1668","Baxter, Mr. Thomas Ferguson",48,"S","Linen Steward",NA,"235MB","m",0,"Victualling",FALSE,1668,TRUE
"1669","Bedford, Mr. William Barnet",31,"S","Assistant Roast Cook",NA,NA,"m",0,"Victualling",FALSE,1669,TRUE
"1670","Beedem, Mr. George Arthur",34,"S","Second Class Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1670,TRUE
"1671","Beere, Mr. William",19,"S","Kitchen Porter",NA,NA,"m",0,"Victualling",FALSE,1671,TRUE
"1672","Benham, Mr. Frederick",29,"S","Second Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1672,TRUE
"1673","Bennett, Mrs. Mabel",30,"S","First Class Stewardess","5",NA,"f",0,"Victualling",TRUE,1673,TRUE
"1674","Bessant, Mr. Edward William",31,"S","Baggage Steward",NA,NA,"m",0,"Victualling",FALSE,1674,TRUE
"1675","Best, Mr. Alfred",38,"B","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1675,TRUE
"1676","Blake, Mr. Seaton",26,"B","Mess Steward",NA,NA,"m",0,"Victualling",FALSE,1676,TRUE
"1677","Bishop, Mr. Walter Alexander",34,"B","First Class Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1677,TRUE
"1678","Bliss, Mrs. Emma (née Junod)",45,"S","First Class Stewardess","15",NA,"f",0,"Victualling",TRUE,1678,TRUE
"1679","Bochatay, Mr. Alexis Joseph",30,"S","Assistant Chef",NA,NA,"m",0,"Victualling",FALSE,1679,TRUE
"1680","Bogie, Mr. Norman Leslie",29,"S","Second Class Bedroom Steward",NA,"274MB","m",0,"Victualling",FALSE,1680,TRUE
"1681","Bond, Mr. William John",40,"B","First Class Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1681,TRUE
"1682","Boothby, Mr. W.",36,"S","Second Class Bedroom Steward",NA,"107MB","m",0,"Victualling",FALSE,1682,TRUE
"1683","Boston, Mr. William John",30,"B","Assistant Deck Steward",NA,NA,"m",0,"Victualling",FALSE,1683,TRUE
"1684","Boughton, Mr. B.",24,"S","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1684,TRUE
"1685","Boyd, Mr. John",35,"S","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1685,TRUE
"1686","Boyes, Mr. John Henry",36,"B","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1686,TRUE
"1687","Bradshaw, Mr. J.A.",43,"S","First Class Plate Steward",NA,NA,"m",0,"Victualling",FALSE,1687,TRUE
"1688","Brewster, Mr. George H.",48,"B","First Class Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1688,TRUE
"1689","Bride, Mr. Harold Sydney",22,"B","Assistant Telegraphist","B",NA,"m",0,"Victualling",TRUE,1689,TRUE
"1690","Bristow, Mr. Robert Charles",31,"S","Third Class Steward",NA,"290MB","m",0,"Victualling",FALSE,1690,TRUE
"1691","Bristow, Mr. Harry",33,"S","First Class Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1691,TRUE
"1692","Brookman, Mr. John",27,"S","Third Class Steward",NA,NA,"m",0,"Victualling",FALSE,1692,TRUE
"1693","Broom, Mr. H.",33,"B","Bath Steward",NA,NA,"m",0,"Victualling",FALSE,1693,TRUE
"1694","Broome, Mr. Athol Frederick",30,"S","Verandah Steward",NA,NA,"m",0,"Victualling",FALSE,1694,TRUE
"1695","Brown, Mr. Edward",34,"B","Saloon Steward","A",NA,"m",0,"Victualling",TRUE,1695,TRUE
"1696","Brown, Mr. Walter James",28,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1696,TRUE
"1697","Buckley, Mr. H.E.",34,"S","Assistant Vegetable Cook",NA,NA,"m",0,"Victualling",FALSE,1697,TRUE
"1698","Bull, Mr. W.",30,"S","Scullion",NA,NA,"m",0,"Victualling",FALSE,1698,TRUE
"1699","Bulley, Mr. Henry Ashburnham",21,"S","Boots",NA,NA,"m",0,"Victualling",FALSE,1699,TRUE
"1700","Bunnell, Mr. Wilfred",20,"B","Plate Steward",NA,NA,"m",0,"Victualling",FALSE,1700,TRUE
"1701","Burgess, Mr. Charles Reginald",18,"S","Extra Third Baker","15",NA,"m",0,"Victualling",TRUE,1701,TRUE
"1702","Burke, Mr. Richard Edward",30,"B","Lounge Steward",NA,NA,"m",0,"Victualling",FALSE,1702,TRUE
"1703","Burke, Mr. William",31,"B","Saloon Steward","10",NA,"m",0,"Victualling",TRUE,1703,TRUE
"1704","Burr, Mr. Ewart",29,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1704,TRUE
"1705","Burrage, Mr. Alfred",20,"S","Plate Steward","13",NA,"m",0,"Victualling",TRUE,1705,TRUE
"1706","Butt, Mr. Robert Henry",22,"S","Saloon Steward",NA,"10MB","m",0,"Victualling",FALSE,1706,TRUE
"1707","Butterworth, Mr. John",23,"S","Saloon Steward",NA,"116MB","m",0,"Victualling",FALSE,1707,TRUE
"1708","Byrne, Mr. J.E.",31,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1708,TRUE
"1709","Campbell, Mr. Donald S.",25,"S","Third Class Clerk",NA,NA,"m",0,"Victualling",FALSE,1709,TRUE
"1710","Carney, Mr. William",31,"S","Lift Steward",NA,"251MB","m",0,"Victualling",FALSE,1710,TRUE
"1711","Cartwright, Mr. James Edward",32,"B","Saloon Steward",NA,"320M","m",0,"Victualling",FALSE,1711,TRUE
"1712","Casswill, Mr. Charles",32,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1712,TRUE
"1713","Caton, Miss Annie",50,"S","Turkish Bath Stewardess","11",NA,"f",0,"Victualling",TRUE,1713,TRUE
"1714","Caunt, Mr. William Ewart",27,"S","Grill Cook",NA,NA,"m",0,"Victualling",FALSE,1714,TRUE
"1715","Cave, Mr. Herbert",34,"B","Saloon Steward",NA,"218MB","m",0,"Victualling",FALSE,1715,TRUE
"1716","Cecil, Mr. C.",20,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1716,TRUE
"1717","Chapman, Mr. Joseph Charles",32,"S","Boots","9",NA,"m",0,"Victualling",TRUE,1717,TRUE
"1718","Charman, Mr. John",25,"S","Saloon Steward",NA,"185{?}MB[21]","m",0,"Victualling",FALSE,1718,TRUE
"1719","Cheverton, Mr. William Edward",27,"B","Saloon Steward",NA,"334I","m",0,"Victualling",FALSE,1719,TRUE
"1720","Chitty, Mr. Archibald George",28,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1720,TRUE
"1721","Chitty, Mr. George Henry",52,"S","Baker",NA,NA,"m",0,"Victualling",FALSE,1721,TRUE
"1722","Christmas, Mr. H.",33,"S","Assistant Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1722,TRUE
"1723","Coleman, Mr. Albert Edward",28,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1723,TRUE
"1724","Coleman, Mr. John",57,"S","Mess Steward",NA,"112{?}MB[21]","m",0,"Victualling",FALSE,1724,TRUE
"1725","Colgan, Mr. E. Joseph",33,"S","Scullion","13",NA,"m",0,"Victualling",TRUE,1725,TRUE
"1726","Collins, Mr. John",17,"S","Scullion","B",NA,"m",0,"Victualling",TRUE,1726,TRUE
"1727","Conway, Mr. P.W.",25,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1727,TRUE
"1728","Cook, Mr. George",42,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1728,TRUE
"1729","Coombs, Mr. Augustus Charles",38,"S","Cook",NA,NA,"m",0,"Victualling",FALSE,1729,TRUE
"1730","Corben, Mr. Ernest Theodore",27,"S","Assistant Printer Steward",NA,NA,"m",0,"Victualling",FALSE,1730,TRUE
"1731","Coutin, Mr. Auguste Louis",28,"S","Entree Cook",NA,NA,"m",0,"Victualling",FALSE,1731,TRUE
"1732","Cox, Mr. William Denton",29,"S","Steward",NA,"300MB","m",0,"Victualling",FALSE,1732,TRUE
"1733","Crafter, Mr. Frederick",27,"S","Saloon Steward","15",NA,"m",0,"Victualling",TRUE,1733,TRUE
"1734","Crawford, Mr. Alfred",36,"B","Bedroom Steward","8",NA,"m",0,"Victualling",TRUE,1734,TRUE
"1735","Crisp, Mr. Albert Hector",35,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1735,TRUE
"1736","Crispin, Mr. William",32,"S","Glory Hole Steward",NA,NA,"m",0,"Victualling",FALSE,1736,TRUE
"1737","Crosby, Mr. J. Bertram",42,"S","Turkish Bath Attendant",NA,NA,"m",0,"Victualling",FALSE,1737,TRUE
"1738","Crowe, Mr. George Frederick",30,"S","Saloon Steward","14",NA,"m",0,"Victualling",TRUE,1738,TRUE
"1739","Crumplin, Mr. Charles",35,"B","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1739,TRUE
"1740","Cullen, Mr. Charles",45,"B","Bedroom Steward","11",NA,"m",0,"Victualling",TRUE,1740,TRUE
"1741","Cunningham, Mr. Andrew",35,"B","Bedroom Steward","4",NA,"m",0,"Victualling",TRUE,1741,TRUE
"1742","Daniels, Mr. Sidney Edward",18,"S","Steward","B",NA,"m",0,"Victualling",TRUE,1742,TRUE
"1743","Dashwood, Mr. William George",19,"S","Saloon Steward",NA,"83MB","m",0,"Victualling",FALSE,1743,TRUE
"1744","Davies, Mr. Gordon Raleigh",33,"B","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1744,TRUE
"1745","Davies, Mr. John James",27,"B","Extra 2nd Baker",NA,"200MB","m",0,"Victualling",FALSE,1745,TRUE
"1746","Davies, Mr. Robert J.",26,"B","Saloon Steward",NA,"191MB","m",0,"Victualling",FALSE,1746,TRUE
"1747","Dean, Mr. George H.",19,"S","Assistant Saloon Steward",NA,"252MB","m",0,"Victualling",FALSE,1747,TRUE
"1748","Deeble, Mr. Alfred Arnold",29,"B","Saloon Steward",NA,"270MB","m",0,"Victualling",FALSE,1748,TRUE
"1749","Derrett, Mr. Albert",26,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1749,TRUE
"1750","Deslands, Mr. Percival Stainer",36,"S","Saloon Steward",NA,"212MB","m",0,"Victualling",FALSE,1750,TRUE
"1751","Desvernine, Mr. Louis Gabriel",20,"S","Assistant Pastry Cook",NA,NA,"m",0,"Victualling",FALSE,1751,TRUE
"1752","Dinenage, Mr. James Richard",47,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1752,TRUE
"1753","Dodd, Mr. George Charles",44,"B","Steward",NA,NA,"m",0,"Victualling",FALSE,1753,TRUE
"1754","Dolby, Mr. Joseph",36,"B","Reception Room Steward",NA,NA,"m",0,"Victualling",FALSE,1754,TRUE
"1755","Donoghue, Mr. Frank",35,"B","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1755,TRUE
"1756","Doughty, Mr. W.",22,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1756,TRUE
"1757","Dunford, Mr. William",41,"S","Hospital Steward",NA,"71MB","m",0,"Victualling",FALSE,1757,TRUE
"1758","Dyer, Mr. William",31,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1758,TRUE
"1759","Edbrooke, Mr. F.",24,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1759,TRUE
"1760","Ede, Mr. George B.",22,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1760,TRUE
"1761","Edge, Mr. Frederick William",37,"S","Deck Steward",NA,NA,"m",0,"Victualling",FALSE,1761,TRUE
"1762","Edwards, Mr. Clement",38,"S","Assistant Pantryman Steward",NA,NA,"m",0,"Victualling",FALSE,1762,TRUE
"1763","Egg, Mr. W.H.",34,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1763,TRUE
"1764","Ellis, Mr. John Bertram",30,"S","Assistant Vegetable Cook","2",NA,"m",0,"Victualling",TRUE,1764,TRUE
"1765","Ennis, Mr. Walter",35,"S","Turkish Bath Attendant",NA,NA,"m",0,"Victualling",FALSE,1765,TRUE
"1766","Etches, Mr. Henry Samuel",41,"B","Bedroom Steward","5",NA,"m",0,"Victualling",TRUE,1766,TRUE
"1767","Evans, Mr. George Richard",32,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1767,TRUE
"1768","Fairall, Mr. Henry",38,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1768,TRUE
"1769","Farrenden, Mr. Ernest John",32,"B","Confectioner",NA,NA,"m",0,"Victualling",FALSE,1769,TRUE
"1770","Faulkner, Mr. William Stephen",37,"B","Bedroom Steward","11",NA,"m",0,"Victualling",TRUE,1770,TRUE
"1771","Fellowes, Mr. Alfred J.",29,"B","Boots",NA,"138MB","m",0,"Victualling",FALSE,1771,TRUE
"1772","Feltham, Mr. G.",36,"S","Vienna Baker",NA,NA,"m",0,"Victualling",FALSE,1772,TRUE
"1773","Finch, Mr. Harry",18,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1773,TRUE
"1774","Fletcher, Mr. Peter W.",26,"B","Bugler Steward",NA,NA,"m",0,"Victualling",FALSE,1774,TRUE
"1775","Foley, Mr. William C.",26,"S","Steward","13",NA,"m",0,"Victualling",TRUE,1775,TRUE
"1776","Ford, Mr. Ernest",32,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1776,TRUE
"1777","Ford, Mr. F.",37,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1777,TRUE
"1778","Fox, Mr. William Thomas",27,"S","Steward",NA,"214{?}MB[21]","m",0,"Victualling",FALSE,1778,TRUE
"1779","Franklin, Mr. Alan Vincent",29,"S","Saloon Steward",NA,"262MB","m",0,"Victualling",FALSE,1779,TRUE
"1780","Freeman, Mr. Ernest Edward Samuel",43,"B","Deck Steward",NA,"239MB","m",0,"Victualling",FALSE,1780,TRUE
"1781","Geddes, Mr. Richard Charles",31,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1781,TRUE
"1782","Gibbons, Mr. Jacob William",36,"S","Saloon Steward","11",NA,"m",0,"Victualling",TRUE,1782,TRUE
"1783","Giles, Mr. John Robert",30,"S","Baker",NA,NA,"m",0,"Victualling",FALSE,1783,TRUE
"1784","Gill, Mr. Joseph Stanley",34,"B","Bedroom Steward",NA,"49MB","m",0,"Victualling",FALSE,1784,TRUE
"1785","Gill, Mr. Patrick",38,"S","Ship's Cook",NA,NA,"m",0,"Victualling",FALSE,1785,TRUE
"1786","Gold, Mrs. Katherine (née Cook)",42,"S","Stewardess","11",NA,"f",0,"Victualling",TRUE,1786,TRUE
"1787","Gollop, Mr. F.",28,"S","Assistant Passage Cook",NA,NA,"m",0,"Victualling",FALSE,1787,TRUE
"1788","Goshawk, Mr. Arthur James",31,"B","Third Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1788,TRUE
"1789","Gregson, Miss Mary",44,"S","Stewardess","16",NA,"f",0,"Victualling",TRUE,1789,TRUE
"1790","Gunn, Mr. Joseph Alfred",28,"S","Assistant Saloon Steward",NA,"125{?}MB[21]","m",0,"Victualling",FALSE,1790,TRUE
"1791","Guy, Mr. Edward John",28,"S","Boots","5",NA,"m",0,"Victualling",TRUE,1791,TRUE
"1792","Halford, Mr. Richard",22,"S","Steward","15",NA,"m",0,"Victualling",TRUE,1792,TRUE
"1793","Hall, Mr. F.A.J.",38,"S","Scullion",NA,NA,"m",0,"Victualling",FALSE,1793,TRUE
"1794","Hamblyn, Mr. Ernest William",41,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1794,TRUE
"1795","Hamilton, Mr. Ernest",25,"B","Assistant Smoke Room Steward",NA,NA,"m",0,"Victualling",FALSE,1795,TRUE
"1796","Harding, Mr. A.",20,"S","Assistant Pantry Steward",NA,NA,"m",0,"Victualling",FALSE,1796,TRUE
"1797","Hardwick, Mr. Reginald",21,"S","Kitchen Porter","11",NA,"m",0,"Victualling",TRUE,1797,TRUE
"1798","Hardy, Mr. John T.",37,"B","Chief 2nd Class Steward","D",NA,"m",0,"Victualling",TRUE,1798,TRUE
"1799","Harris, Mr. Charles William",19,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1799,TRUE
"1800","Harris, Mr. Clifford Henry",16,"S","Bell Boy",NA,NA,"m",0,"Victualling",FALSE,1800,TRUE
"1801","Harris, Mr. Edward",18,"S","Assistant Pantryman Steward",NA,NA,"m",0,"Victualling",FALSE,1801,TRUE
"1802","Harrison, Mr. Aragon D.",40,"S","Saloon Steward","9",NA,"m",0,"Victualling",TRUE,1802,TRUE
"1803","Hart, Mr. John Edward",31,"S","Third Class Steward","15",NA,"m",0,"Victualling",TRUE,1803,TRUE
"1804","Hartnell, Mr. Frederick",21,"S","Saloon Steward","11",NA,"m",0,"Victualling",TRUE,1804,TRUE
"1805","Hatch, Mr. Hugh",22,"S","Scullion",NA,NA,"m",0,"Victualling",FALSE,1805,TRUE
"1806","Hawkesworth, Mr. James",38,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1806,TRUE
"1807","Hawkesworth, Mr. William Walter",38,"S","Deck Steward",NA,NA,"m",0,"Victualling",FALSE,1807,TRUE
"1808","Hayter, Mr. Arthur",44,"B","Bedroom Steward",NA,"25MB","m",0,"Victualling",FALSE,1808,TRUE
"1809","Heinen, Mr. Joseph",30,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1809,TRUE
"1810","Hendy, Mr. Edward Martin",38,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1810,TRUE
"1811","Hensford, Mr. Herbert George",29,"S","Butcher",NA,NA,"m",0,"Victualling",FALSE,1811,TRUE
"1812","Hewett, Mr. Thomas",37,"B","Bedroom Steward",NA,"168MB","m",0,"Victualling",FALSE,1812,TRUE
"1813","Hill, Mr. H.P.",36,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1813,TRUE
"1814","Hill, Mr. James Colston",38,"B","Bedroom Steward",NA,"152MB","m",0,"Victualling",FALSE,1814,TRUE
"1815","Hinckley, Mr. George",35,"S","Bath Steward",NA,"66MB","m",0,"Victualling",FALSE,1815,TRUE
"1816","Hine, Mr. William Edward",36,"S","Baker",NA,NA,"m",0,"Victualling",FALSE,1816,TRUE
"1817","Hiscock, Mr. S.",22,"S","Plate Steward",NA,NA,"m",0,"Victualling",FALSE,1817,TRUE
"1818","Hoare, Mr. Leonard James",21,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1818,TRUE
"1819","Hogg, Mr. Charles William",37,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1819,TRUE
"1820","Hogue, Mr. E.",22,"S","Plate Steward",NA,NA,"m",0,"Victualling",FALSE,1820,TRUE
"1821","Holland, Mr. Thomas",28,"B","Reception Steward",NA,NA,"m",0,"Victualling",FALSE,1821,TRUE
"1822","Holloway, Mr. Sidney",20,"S","Clothes Presser",NA,"273MB","m",0,"Victualling",FALSE,1822,TRUE
"1823","Hopkins, Mr. F.",16,"S","Plate Steward",NA,NA,"m",0,"Victualling",FALSE,1823,TRUE
"1824","House, Mr. William",38,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1824,TRUE
"1825","Howell, Mr. Arthur Albert",31,"B","Saloon Steward",NA,"319MB","m",0,"Victualling",FALSE,1825,TRUE
"1826","Hughes, Mr. William Thomas",33,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1826,TRUE
"1827","Humby, Mr. Frederick",16,"S","Plate Steward",NA,"237[?]MB","m",0,"Victualling",FALSE,1827,TRUE
"1828","Humphreys, Mr. Thomas Humphrey",31,"S","Assistant Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1828,TRUE
"1829","Hutchinson, Mr. James",29,"S","Vegetable Cook",NA,"250MB","m",0,"Victualling",FALSE,1829,TRUE
"1830","Hyland, Mr. Leo James",19,"S","Steward","11",NA,"m",0,"Victualling",TRUE,1830,TRUE
"1831","Ide, Mr. Harry John",32,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1831,TRUE
"1832","Ingrouille, Mr. Henry",21,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1832,TRUE
"1833","Ings, Mr. William Ernest",20,"S","Scullion",NA,NA,"m",0,"Victualling",FALSE,1833,TRUE
"1834","Jackson, Mr. Cecil",29,"B","Boots",NA,NA,"m",0,"Victualling",FALSE,1834,TRUE
"1835","Janaway, Mr. William Frank",35,"B","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1835,TRUE
"1836","Jenner, Mr. Harry",41,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1836,TRUE
"1837","Jensen, Mr. Charles Valdemar",25,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1837,TRUE
"1838","Jessop, Miss Violet Constance",24,"S","Stewardess","16",NA,"f",0,"Victualling",TRUE,1838,TRUE
"1839","Johnson Thorne, Mr. Harry",25,"S","Assistant Ship's Cook",NA,NA,"m",0,"Victualling",FALSE,1839,TRUE
"1840","Johnston, Mr. James",41,"B","Saloon Steward","2",NA,"m",0,"Victualling",TRUE,1840,TRUE
"1841","Jones, Mr. Albert",17,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1841,TRUE
"1842","Jones, Mr. Arthur Ernest",38,"S","Plate Steward",NA,NA,"m",0,"Victualling",FALSE,1842,TRUE
"1843","Jones, Mr. H.",29,"S","Roast Cook",NA,NA,"m",0,"Victualling",FALSE,1843,TRUE
"1844","Jones, Mr. Reginald V.",20,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1844,TRUE
"1845","Joughin, Mr. Charles John",32,"B","Chief Baker","B",NA,"m",0,"Victualling",TRUE,1845,TRUE
"1846","Keen, Mr. Percy Edward",28,"S","Saloon Steward","15",NA,"m",0,"Victualling",TRUE,1846,TRUE
"1847","Kelland, Mr. Thomas",21,"S","Library Steward",NA,NA,"m",0,"Victualling",FALSE,1847,TRUE
"1848","Kennell, Mr. Charles",30,"S","Hebrew Cook",NA,NA,"m",0,"Victualling",FALSE,1848,TRUE
"1849","Kerley, Mr. William Thomas",28,"S","Assistant Saloon Steward","A","333O","m",0,"Victualling",TRUE,1849,TRUE
"1850","Ketchley, Mr. Henry",30,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1850,TRUE
"1851","Kieran, Mr. James W.",32,"S","Chief 3rd Class Steward",NA,NA,"m",0,"Victualling",FALSE,1851,TRUE
"1852","Kieran, Mr. Michael",31,"S","Storekeeper",NA,NA,"m",0,"Victualling",FALSE,1852,TRUE
"1853","King, Mr. Alfred",18,"S","Lift Steward",NA,"238MB","m",0,"Victualling",FALSE,1853,TRUE
"1854","King, Mr. Ernest Waldron",28,"S","Clerk",NA,"321M","m",0,"Victualling",FALSE,1854,TRUE
"1855","King, Mr. G.",20,"S","Scullion",NA,NA,"m",0,"Victualling",FALSE,1855,TRUE
"1856","Kingscote, Mr. William Ford",43,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1856,TRUE
"1857","Kirkaldy, Mr. Thomas",37,"S","Bedroom Steward",NA,NA,"m",0,"Victualling",FALSE,1857,TRUE
"1858","Kitching, Mr. Arthur Alfred",30,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1858,TRUE
"1859","Klein, Mr. Herbert",33,"S","Second Class Barber",NA,NA,"m",0,"Victualling",FALSE,1859,TRUE
"1860","Knight, Mr. George",44,"S","Saloon Steward","13",NA,"m",0,"Victualling",TRUE,1860,TRUE
"1861","Knight, Mr. Leonard George",21,"S","Steward",NA,NA,"m",0,"Victualling",FALSE,1861,TRUE
"1862","Lacey, Mr. Bert W.",21,"S","Assistant Saloon Steward",NA,"44{?}MB[22]","m",0,"Victualling",FALSE,1862,TRUE
"1863","Lake, Mr. William",35,"B","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1863,TRUE
"1864","Lane, Mr. Albert Edward",34,"S","Saloon Steward",NA,NA,"m",0,"Victualling",FALSE,1864,TRUE
"1865","Latimer, Mr. Andrew L.",55,"B","Chief First Class Steward",NA,NA,"m",0,"Victualling",FALSE,1865,TRUE
"1866","Lavington, Miss Bessie",39,"S","Stewardess","11",NA,"f",0,"Victualling",TRUE,1866,TRUE
"1867","Lawrence, Mr. Arthur",25,"B","Saloon Steward",NA,"90MB","m",0,"Victualling",FALSE,1867,TRUE
"1868","Leader, Mr. Archie",22,"S","Confectioner",NA,NA,"m",0,"Victualling",FALSE,1868,TRUE
"1869","Leather, Mrs. Elizabeth May",41,"S","Stewardess","16",NA,"f",0,"Victualling",TRUE,1869,TRUE
"1870","Lefebvre, Mr. Paul Georges",35,"S","Saloon Steward",NA,"211v","m",0,"Victualling",FALSE,1870,TRUE
"1871","Leonard, Mr. Matthew",26,"B","Steward",NA,NA,"m",0,"Victualling",FALSE,1871,TRUE
